,Survey Year,Timestamp,SalaryUSD,Country,PostalCode,PrimaryDatabase,YearsWithThisDatabase,EmploymentStatus,JobTitle,ManageStaff,YearsWithThisTypeOfJob,DatabaseServers,Education,EducationIsComputerRelated,Certifications,HoursWorkedPerWeek,PopulationOfLargestCityWithin20Miles,EmploymentSector,CareerPlansThisYear,Gender
140,2020,2019-12-30 16:29:33.481,87000.0,United States,30096,Microsoft SQL Server,10,Full time employee,Analyst,No,13,4,Not Asked,Not Asked,Not Asked,Not Asked,1M+ (metropolis),Private business,"Stay with the same role, but change employers",Male
141,2020,2019-12-30 16:25:27.443,68000.0,United States,05401,MySQL/MariaDB,3,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,4,7,Not Asked,Not Asked,Not Asked,Not Asked,20K-99K (large town),Private business,"Stay with the same employer, same role",Male
142,2020,2019-12-30 16:20:00.344,145000.0,United States,90042,Amazon RDS (any flavor),1,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,5,5,Not Asked,Not Asked,Not Asked,Not Asked,1M+ (metropolis),Private business,"Stay with the same employer, same role",Male
143,2020,2019-12-30 16:05:39.559,140000.0,United States,92688,Microsoft SQL Server,20,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,20,46,Not Asked,Not Asked,Not Asked,Not Asked,1M+ (metropolis),Private business,"Stay with the same employer, same role",Male
144,2020,2019-12-30 16:05:11.749,71500.0,United States,48192,Microsoft SQL Server,2,Full time employee,Manager,No,5,15,Not Asked,Not Asked,Not Asked,Not Asked,300K-1M (large city),Private business,"Stay with the same role, but change employers",Male
145,2020,2019-12-30 16:05:04.078,80000.0,United States,91,Oracle,10,Full time employee,Analyst,No,10,2,Not Asked,Not Asked,Not Asked,Not Asked,1M+ (metropolis),Private business,"Stay with the same employer, same role",Male
146,2020,2019-12-30 16:04:47.264,71500.0,United States,48192,Microsoft SQL Server,2,Full time employee,Manager,No,5,15,Not Asked,Not Asked,Not Asked,Not Asked,300K-1M (large city),Private business,"Stay with the same role, but change employers",Male
147,2020,2019-12-30 16:02:51.865,82000.0,United States,33411,Oracle,5,Full time employee,Analyst,No,15,6,Not Asked,Not Asked,Not Asked,Not Asked,100K-299K (city),Private business,"Stay with the same employer,  but change roles",Male
148,2020,2019-12-30 15:59:12.911,75000.0,United States,11102,Other,1,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,1,2,Not Asked,Not Asked,Not Asked,Not Asked,1M+ (metropolis),Private business,"Stay with the same employer,  but change roles",Male
149,2020,2019-12-30 15:58:47.769,140000.0,United States,22193,Oracle,6,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,6,3,Not Asked,Not Asked,Not Asked,Not Asked,1M+ (metropolis),Private business,Change both employers and roles,Female
151,2020,2019-12-30 15:54:02.653,105000.0,United States,98052,Microsoft SQL Server,7,Full time employee of a consulting/contracting company,Manager,No,10,20,Not Asked,Not Asked,Not Asked,Not Asked,300K-1M (large city),Private business,Change both employers and roles,Male
152,2020,2019-12-30 15:48:58.172,90000.0,United States,,Microsoft SQL Server,7,Full time employee,"Developer: App code (C#, JS, etc)",No,7,1,Not Asked,Not Asked,Not Asked,Not Asked,100K-299K (city),Private business,"Stay with the same employer, same role",Male
154,2020,2019-12-30 15:42:00.460,103000.0,United States,02111,Microsoft SQL Server,4,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,4,100,Not Asked,Not Asked,Not Asked,Not Asked,1M+ (metropolis),Private business,Change both employers and roles,Male
156,2020,2019-12-30 15:29:43.047,65000.0,United States,49202,Microsoft SQL Server,5,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,5,4,Not Asked,Not Asked,Not Asked,Not Asked,20K-99K (large town),Private business,"Stay with the same employer, same role",Male
157,2020,2019-12-30 15:26:51.148,140000.0,United States,63368,Microsoft SQL Server,17,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,11,1000,Not Asked,Not Asked,Not Asked,Not Asked,1M+ (metropolis),Private business,"Stay with the same employer, same role",Male
158,2020,2019-12-30 15:24:14.219,98000.0,United States,60090,Microsoft SQL Server,15,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,5,3,Not Asked,Not Asked,Not Asked,Not Asked,1M+ (metropolis),Private business,Change both employers and roles,Male
159,2020,2019-12-30 15:20:52.692,165000.0,United States,,Microsoft SQL Server,26,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,12,100,Not Asked,Not Asked,Not Asked,Not Asked,300K-1M (large city),Private business,"Stay with the same employer, same role",Male
160,2020,2019-12-30 15:07:29.989,120000.0,United States,33611,Microsoft SQL Server,3,Full time employee of a consulting/contracting company,Engineer,No,2,2,Not Asked,Not Asked,Not Asked,Not Asked,300K-1M (large city),Federal government,"Stay with the same employer, same role",Male
161,2020,2019-12-30 15:05:29.783,97500.0,United States,84070,Oracle,15,Full time employee,Analyst,No,10,1,Not Asked,Not Asked,Not Asked,Not Asked,300K-1M (large city),"Education (K-12, college, university)",Change both employers and roles,Male
163,2020,2019-12-30 15:03:37.910,40000.0,United States,63132,PostgreSQL,1,Full time employee,"Developer: App code (C#, JS, etc)",No,1,2,Not Asked,Not Asked,Not Asked,Not Asked,300K-1M (large city),Non-profit,Prefer not to say,Male
164,2020,2019-12-30 15:03:20.873,142000.0,United States,,PostgreSQL,8,Full time employee,Manager,Yes,8,0,Not Asked,Not Asked,Not Asked,Not Asked,300K-1M (large city),Private business,"Stay with the same employer,  but change roles",Male
165,2020,2019-12-30 14:50:27.318,75000.0,United States,40217,Oracle,3,Full time employee,Analyst,No,3,2,Not Asked,Not Asked,Not Asked,Not Asked,300K-1M (large city),Private business,"Stay with the same employer, same role",Male
167,2020,2019-12-30 14:45:44.508,130000.0,United States,94043,Microsoft SQL Server,6,Full time employee,Developer: T-SQL,No,6,5,Not Asked,Not Asked,Not Asked,Not Asked,1M+ (metropolis),Non-profit,Prefer not to say,Male
168,2020,2019-12-30 14:40:50.955,60000.0,United States,,Microsoft SQL Server,2,Full time employee,Developer: T-SQL,No,2,20,Not Asked,Not Asked,Not Asked,Not Asked,1M+ (metropolis),Private business,Change both employers and roles,Male
169,2020,2019-12-30 14:32:14.380,100000.0,United States,07646,Microsoft SQL Server,15,Full time employee,Other,Yes,21,10,Not Asked,Not Asked,Not Asked,Not Asked,1M+ (metropolis),Private business,"Stay with the same employer, same role",Male
170,2020,2019-12-30 14:25:48.781,81000.0,United States,80027,Microsoft SQL Server,3,Full time employee,Analyst,No,3,2,Not Asked,Not Asked,Not Asked,Not Asked,300K-1M (large city),Private business,"Stay with the same employer,  but change roles",Female
171,2020,2019-12-30 14:23:23.118,81000.0,United States,80027,Microsoft SQL Server,3,Full time employee,Analyst,No,3,2,Not Asked,Not Asked,Not Asked,Not Asked,300K-1M (large city),Private business,"Stay with the same employer,  but change roles",Female
172,2020,2019-12-30 14:21:45.693,88500.0,United States,24502,Oracle,3,Full time employee,Engineer,No,3,10,Not Asked,Not Asked,Not Asked,Not Asked,20K-99K (large town),Private business,Change both employers and roles,Male
174,2020,2019-12-30 14:19:05.694,95000.0,United States,80238,Microsoft SQL Server,10,Full time employee,Developer: T-SQL,No,3,20,Not Asked,Not Asked,Not Asked,Not Asked,300K-1M (large city),Non-profit,Change both employers and roles,Female
175,2020,2019-12-30 14:17:53.282,125800.0,United States,11207,Oracle,7,Full time employee,Developer: T-SQL,No,9,5,Not Asked,Not Asked,Not Asked,Not Asked,1M+ (metropolis),"Education (K-12, college, university)","Stay with the same employer, same role",Male
176,2020,2019-12-30 14:16:06.325,55000.0,United States,68102,Microsoft SQL Server,3,Full time employee of a consulting/contracting company,Analyst,No,1,3,Not Asked,Not Asked,Not Asked,Not Asked,300K-1M (large city),Private business,Prefer not to say,Male
177,2020,2019-12-30 14:14:39.238,105000.0,United States,32839,Microsoft SQL Server,4,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",No,1,50,Not Asked,Not Asked,Not Asked,Not Asked,100K-299K (city),Private business,"Stay with the same employer, same role",mosquito 
178,2020,2019-12-30 14:14:38.912,85000.0,United States,92121,Microsoft SQL Server,5,Full time employee,Developer: T-SQL,No,3,10,Not Asked,Not Asked,Not Asked,Not Asked,1M+ (metropolis),Private business,"Stay with the same employer, same role",Male
179,2020,2019-12-30 14:12:31.730,116000.0,United States,92121,Microsoft SQL Server,4,Full time employee,Developer: T-SQL,No,4,4,Not Asked,Not Asked,Not Asked,Not Asked,1M+ (metropolis),Private business,"Stay with the same employer, same role",Female
180,2020,2019-12-30 14:11:14.886,80000.0,United States,60957,Microsoft SQL Server,5,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,13,3,Not Asked,Not Asked,Not Asked,Not Asked,100K-299K (city),Private business,"Stay with the same role, but change employers",Female
181,2020,2019-12-30 14:08:14.972,145500.0,United States,92009,Microsoft SQL Server,19,Full time employee,Architect,Yes,10,20,Not Asked,Not Asked,Not Asked,Not Asked,1M+ (metropolis),Private business,"Stay with the same role, but change employers",Female
182,2020,2019-12-30 14:07:54.262,100000.0,United States,37803,PostgreSQL,15,Full time employee,Engineer,No,2,8,Not Asked,Not Asked,Not Asked,Not Asked,20K-99K (large town),Federal government,"Stay with the same employer, same role",Male
183,2020,2019-12-30 14:03:18.651,106500.0,United States,25303,Oracle,7,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,11,300,Not Asked,Not Asked,Not Asked,Not Asked,20K-99K (large town),Federal government,"Stay with the same role, but change employers",Male
184,2020,2019-12-30 14:01:14.430,60000.0,United States,32256,Microsoft SQL Server,1,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,1,3,Not Asked,Not Asked,Not Asked,Not Asked,300K-1M (large city),Private business,"Stay with the same employer, same role",Male
185,2020,2019-12-30 14:00:29.106,60000.0,United States,32256,Microsoft SQL Server,1,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,1,3,Not Asked,Not Asked,Not Asked,Not Asked,300K-1M (large city),Private business,"Stay with the same employer, same role",Male
187,2020,2019-12-30 13:54:41.922,74000.0,United States,33431,Microsoft SQL Server,4,Full time employee,Analyst,No,3,6,Not Asked,Not Asked,Not Asked,Not Asked,300K-1M (large city),Private business,"Stay with the same employer,  but change roles",Male
188,2020,2019-12-30 13:52:19.764,80000.0,United States,92880,Microsoft SQL Server,2,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,2,330,Not Asked,Not Asked,Not Asked,Not Asked,300K-1M (large city),Private business,"Stay with the same employer, same role",Male
191,2020,2019-12-30 13:49:47.376,79063.0,United States,20872,Oracle,1,Full time employee,Other,No,1,2,Not Asked,Not Asked,Not Asked,Not Asked,300K-1M (large city),Federal government,"Stay with the same employer,  but change roles",Male
193,2020,2019-12-30 13:46:28.224,85000.0,United States,52802,Microsoft SQL Server,5,Full time employee of a consulting/contracting company,Analyst,No,5,5,Not Asked,Not Asked,Not Asked,Not Asked,100K-299K (city),Private business,"Stay with the same employer, same role",Male
194,2020,2019-12-30 13:38:16.780,95000.0,United States,,Oracle,3,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,5,6,Not Asked,Not Asked,Not Asked,Not Asked,1M+ (metropolis),Private business,"Stay with the same employer, same role",Male
195,2020,2019-12-30 13:33:51.579,145000.0,United States,30101,Microsoft SQL Server,20,Full time employee,Architect,No,18,3,Not Asked,Not Asked,Not Asked,Not Asked,1M+ (metropolis),Private business,"Stay with the same employer, same role",Male
198,2020,2019-12-30 13:22:47.864,110000.0,United States,94118,Other,1,Full time employee,Analyst,No,2,4,Not Asked,Not Asked,Not Asked,Not Asked,1M+ (metropolis),Private business,"Stay with the same employer, same role",Male
199,2020,2019-12-30 13:22:46.800,30000.0,United States,84321,MySQL/MariaDB,1,Part time,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,1,2,Not Asked,Not Asked,Not Asked,Not Asked,100K-299K (city),Private business,"Stay with the same role, but change employers",Male
200,2020,2019-12-30 13:17:28.003,65000.0,United States,02135,Microsoft SQL Server,3,Full time employee,Analyst,No,8,3,Not Asked,Not Asked,Not Asked,Not Asked,300K-1M (large city),Non-profit,"Stay with the same employer,  but change roles",Male
201,2020,2019-12-30 13:16:50.935,80000.0,United States,89147,Microsoft SQL Server,8,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,3,30,Not Asked,Not Asked,Not Asked,Not Asked,1M+ (metropolis),Private business,"Stay with the same employer, same role",Male
202,2020,2019-12-30 13:15:26.286,103000.0,United States,,Microsoft SQL Server,10,Full time employee,Manager,Yes,6,5,Not Asked,Not Asked,Not Asked,Not Asked,1M+ (metropolis),Private business,"Stay with the same employer, same role",Male
203,2020,2019-12-30 13:15:24.611,78000.0,United States,98007,Microsoft SQL Server,4,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,4,1,Not Asked,Not Asked,Not Asked,Not Asked,300K-1M (large city),Private business,"Stay with the same employer, same role",Female
204,2020,2019-12-30 13:14:12.642,67017.0,United States,43065,Microsoft SQL Server,4,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,2,15,Not Asked,Not Asked,Not Asked,Not Asked,300K-1M (large city),Non-profit,"Stay with the same employer, same role",Female
205,2020,2019-12-30 13:13:32.645,78000.0,United States,98007,Microsoft SQL Server,4,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,4,1,Not Asked,Not Asked,Not Asked,Not Asked,300K-1M (large city),Private business,"Stay with the same employer, same role",Female
206,2020,2019-12-30 13:13:29.725,81000.0,United States,55311,Microsoft SQL Server,15,Full time employee,Analyst,No,15,7,Not Asked,Not Asked,Not Asked,Not Asked,300K-1M (large city),Private business,"Stay with the same employer, same role",Male
207,2020,2019-12-30 13:10:25.362,71000.0,United States,,Microsoft SQL Server,1,Full time employee,Developer: T-SQL,No,1,7,Not Asked,Not Asked,Not Asked,Not Asked,300K-1M (large city),"Education (K-12, college, university)","Stay with the same employer,  but change roles",Male
208,2020,2019-12-30 13:09:49.601,140000.0,United States,92677,Microsoft SQL Server,17,Full time employee,Engineer,No,14,30,Not Asked,Not Asked,Not Asked,Not Asked,1M+ (metropolis),Private business,"Stay with the same employer, same role",Male
209,2020,2019-12-30 13:09:12.176,52000.0,United States,10013,Microsoft SQL Server,2,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,2,9,Not Asked,Not Asked,Not Asked,Not Asked,1M+ (metropolis),Non-profit,"Stay with the same role, but change employers",Male
210,2020,2019-12-30 13:09:10.712,140000.0,United States,92677,Microsoft SQL Server,17,Full time employee,Engineer,No,14,30,Not Asked,Not Asked,Not Asked,Not Asked,1M+ (metropolis),Private business,"Stay with the same employer, same role",Male
